system_id,query_id,prompt_sha256,response_sha256,predicted_answer_sha256,raw_response
D,v53e_0502,sha256:131e54ddaddd89a5d9191219e0d9924c276f4b709469975734d67b0d776fce6f,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0503,sha256:24930403f52e7197ff530b53e6ff5a142927d63cd71b1adbb8472b554a93eb69,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0504,sha256:57c81b9b0f3094d278b3359917d962a0193311cd901394ad7dfaef43454a7467,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0505,sha256:b697225ec8284b62a69747d27b52d8bdd07947453844d38d305e2ffe90fa8962,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0506,sha256:496d1129e9699395bd9be00a438225e57877b371ac872bd8d1843068bb24f1cd,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0507,sha256:e8440793e3e21b1d483a49cedc824e954e763325e29ab0bcbefa49b8e91724df,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0508,sha256:a57c7664c447249eed1d869366e48fffa028332552bb43d977c8e6fbc912ef68,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0509,sha256:3ceadfdecf45fc119d2bd080321730a372d24e289402f97d3e5a8cb87155c26b,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0510,sha256:05e8071f37e4c2c2137dcde2380c9a3a2ef5fb9ab652a267726ec285d0c35eec,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0511,sha256:adc05885042588b95ee37c796afde0952d2f63302e37b7ca710a0ad163467788,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0512,sha256:9c004c6763f216e1aa88df2d9758300c8d92e91a44b585fa5a4e5d293a25e871,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0513,sha256:6b9969bfcb6d877da49f985454168911d0f3e7daa2140fb91c31cbc6d2944399,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0514,sha256:befbf3a3b8f250603ffb8bee7ded444158223730eb01a75281ca7d61b5fe17fb,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0515,sha256:026686015084a8c5b757cf322ccf4626a47703ab8c1d58ef78247c4e74abead0,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0516,sha256:4234c375282e1f449f4bcd383dabfb8803c55dc93990aadae9cc66575545c927,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0517,sha256:92094656508440b7db2535a440a7b01121bad3ddfb74b27e7c3ebe9c07371608,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0518,sha256:4ac869ade1e0b5a353cabc4bdc193396d0392dc608586dd7bd03894b6c33abf3,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0519,sha256:6e6fc8cc39cb64fccd01f7613ceda79371c4f28c8117e92601f837bfbc5dc615,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0520,sha256:6670784be21a1bcc883543728c1adb554a15bcc86f00a007e2686dddbbad2025,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0521,sha256:930bcc6fa5c745ba41c4fb159dd0766b24dcb82a9294b7735705827fecccdd6e,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0522,sha256:0f11a1174fb1b3ecaa208a9caac2a761bacd70c6d730520bef436d3d4bb2b58b,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0523,sha256:c898947aac2c601dfd8dede5783d49b03c4eae81c58bdfd405f5665ca143715b,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0524,sha256:5ca89a1c51bfbb73b2615f4745ddc6df8ea2040f95a827e80b5de535d87523eb,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0525,sha256:16b008c381377b63abb40241e9dd1872b36549d91b5049bd79b0b0d2667ec8e9,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0526,sha256:332f9955835ab5cfa36d67035d52ea910a4609c976519a01b4b63b9334c74f20,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0527,sha256:f9d648a77c835e532889b13f17a3a36ce9fc0471f8e8facce504c3d519c88a16,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0528,sha256:fc15ae53b020f8a14b0099d76fc2047c97429fa6ba1348f9698707cff7c64938,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0529,sha256:8b688b2ea29e7286e34062f237cdb61c515947f7a672870ab83a7257fd5684e9,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0530,sha256:de7a5ab62799bf99846d474848fc2b5657e8bbb57fe24266cde99bd92c320215,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0531,sha256:02bc94c607e79c2b8d2680c816a1c29df33a3efa705fa2d5a90b09f9cd4a2c60,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0532,sha256:807632aaa69a6a6676952c0909efa3807dcd2d81ceae47b96b52acc1b04540f9,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0533,sha256:deda26cd9d005267fc13b5e8bb25e874acfc88b84bb8408245dab54f3ca22992,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0534,sha256:04d70effb1b9a650944fa6425eaa427b7e2dbd5b6cb6e0ccebd9f54fea6973d1,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0535,sha256:2891452f43fafdff96ecd55f553ddda7478defd229a3c1d2be1e76dbec57c0d5,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0536,sha256:2de8c37b0ea692e48211fa42f245687474f1515b086c68c6604cfc8c805eeff3,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0537,sha256:f3b0281f5d0040f48d6f3f74b0aa348bedd0454f79b72052d8c3792b9dc5f76b,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0538,sha256:1e417ff0d19670b8eb304b8eb33e7eead5b2ff1d7b66987795953faeab02ed24,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0539,sha256:54f167b4597c8ddf259940b4ad8ff4325ab8c3c3686b0a51baadc6afa1bdf711,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0540,sha256:81cb9af3c03bd8ff67ba4750ebb75602ce18482dc8d77ef9c93d5092dfb50272,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0541,sha256:6c9b8fcf3b8fe5b2d5fab0fc1355bf61373953ba22c81a8966b0127696d151f6,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0542,sha256:bb020e8354508c2b8361c8da972f2cc9e3bb650613b3e53c576305c79feed3b1,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0543,sha256:fb7d7bde756810c0c0f9e0e71c1db3bbaee15368ee143ca18bceba3031e0171d,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0544,sha256:7034e82dd3f0bac851d54af2039f907c3bab61248f3754ab1320eaca98a9d16e,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0545,sha256:b7b61aa8d8f9c22a8ad7379aebc49407baefb9403ba3a36dd78c89ba774c4aa1,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0546,sha256:83541b64ea9572faf2c3a74874c6452c303402104bec2c48b18f6e691effbf75,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0547,sha256:90c5d2cd2aad03db5391d1f202f2020605d7497c65377ef8ed1f9ab37c23c877,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0548,sha256:18481fd5f972c59758e9dd709ce8200729068a2887811eefe387a7297201cd2e,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0549,sha256:e54aeaf2c267c3ae6c86289297679b6d7995fad5321b56ce6584e810b57c80ff,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0550,sha256:417e88ee4a3f43c59acaa7f1bf88825aa255cea59671c0104ec300ec1586e086,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0551,sha256:6d9a5ae3c22a3e62f6faa52c35c706c73f39a88f5431b7cfb21df139872038ae,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0552,sha256:17d6badc70dbd0b1b655e9433dd94d943943ccad61fe6dd978a8d2417670e97b,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0553,sha256:cd5a93cc6bf9ebaaef67af68524b86796cc8b2a2e1e67afc4b8d53d204f05821,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0554,sha256:51b37081086a4806954359d8c7b49419616e7c5461772825f87cb1ba80f5e39e,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0555,sha256:a105e9b1613eea84b5164821a64dcd04ff027ff90efbf2a21d0fc7c43750d594,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
D,v53e_0556,sha256:1e8dc9d14a1e093ffecc9019ea56479aa1bf2afda10dd1159692e1458bb16c73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,"{""answer"": ""Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development"", ""external_bake"": true}"
D,v53e_0557,sha256:ee3c84658ca25269ad8e3458b06088a89c7429f5cb3cfcc546e135ec42fcf5ed,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,"{""answer"": ""Evidence at README.md:74 supports this bounded audit fact: <a href=\""https://www.rapidproxy.io/?ref=fastapi\"" target=\""_blank\"" title=\""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.\""><img"", ""external_bake"": true}"
D,v53e_0558,sha256:5072ac0fd334aa1379b56b486cb08fec47d4f0f18f3563b34955fd4155188a47,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,"{""answer"": ""Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command."", ""external_bake"": true}"
D,v53e_0559,sha256:518998c3f49c92eff18176d758c440d8982100260004f97d30abdfd89ae8f683,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,"{""answer"": ""Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/)"", ""external_bake"": true}"
D,v53e_0560,sha256:01dd6c598003bc4622dcc55737f9e65e06d558fd679caec628e3f03621073ecb,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,"{""answer"": ""Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c"", ""external_bake"": true}"
