query_id,repo_id,owner_repo,audit_type,question,expected_answer,expected_answer_sha256,negative_or_abstain,query_family,source_span_id
v53e_0547,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:127] In fastapi/fastapi, what API or code behavior can be grounded to README.md:74?","Evidence at README.md:74 supports this bounded audit fact: <a href=""https://www.rapidproxy.io/?ref=fastapi"" target=""_blank"" title=""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.""><img",sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,0,api_behavior,v53e_0547_span_001
v53e_0548,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:128] In fastapi/fastapi, what API or code behavior can be grounded to README.md:516?",Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command.,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,0,api_behavior,v53e_0548_span_001
v53e_0549,psf_requests,psf/requests,api_behavior,"[v53e:129] In psf/requests, what API or code behavior can be grounded to README.md:3?",Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/),sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,0,api_behavior,v53e_0549_span_001
v53e_0550,psf_requests,psf/requests,api_behavior,"[v53e:130] In psf/requests, what API or code behavior can be grounded to README.md:60?","Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c",sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,0,api_behavior,v53e_0550_span_001
v53e_0551,django_django,django/django,api_behavior,"[v53e:131] In django/django, what API or code behavior can be grounded to README.rst:5?",Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,0,api_behavior,v53e_0551_span_001
v53e_0552,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:132] In fastapi/fastapi, what API or code behavior can be grounded to README.md:74?","Evidence at README.md:74 supports this bounded audit fact: <a href=""https://www.rapidproxy.io/?ref=fastapi"" target=""_blank"" title=""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.""><img",sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,0,api_behavior,v53e_0552_span_001
v53e_0553,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:133] In fastapi/fastapi, what API or code behavior can be grounded to README.md:516?",Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command.,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,0,api_behavior,v53e_0553_span_001
v53e_0554,psf_requests,psf/requests,api_behavior,"[v53e:134] In psf/requests, what API or code behavior can be grounded to README.md:3?",Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/),sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,0,api_behavior,v53e_0554_span_001
v53e_0555,psf_requests,psf/requests,api_behavior,"[v53e:135] In psf/requests, what API or code behavior can be grounded to README.md:60?","Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c",sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,0,api_behavior,v53e_0555_span_001
v53e_0556,django_django,django/django,api_behavior,"[v53e:136] In django/django, what API or code behavior can be grounded to README.rst:5?",Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,0,api_behavior,v53e_0556_span_001
v53e_0557,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:137] In fastapi/fastapi, what API or code behavior can be grounded to README.md:74?","Evidence at README.md:74 supports this bounded audit fact: <a href=""https://www.rapidproxy.io/?ref=fastapi"" target=""_blank"" title=""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.""><img",sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,0,api_behavior,v53e_0557_span_001
v53e_0558,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:138] In fastapi/fastapi, what API or code behavior can be grounded to README.md:516?",Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command.,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,0,api_behavior,v53e_0558_span_001
v53e_0559,psf_requests,psf/requests,api_behavior,"[v53e:139] In psf/requests, what API or code behavior can be grounded to README.md:3?",Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/),sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,0,api_behavior,v53e_0559_span_001
v53e_0560,psf_requests,psf/requests,api_behavior,"[v53e:140] In psf/requests, what API or code behavior can be grounded to README.md:60?","Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c",sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,0,api_behavior,v53e_0560_span_001
v53e_0561,django_django,django/django,api_behavior,"[v53e:141] In django/django, what API or code behavior can be grounded to README.rst:5?",Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,0,api_behavior,v53e_0561_span_001
v53e_0562,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:142] In fastapi/fastapi, what API or code behavior can be grounded to README.md:74?","Evidence at README.md:74 supports this bounded audit fact: <a href=""https://www.rapidproxy.io/?ref=fastapi"" target=""_blank"" title=""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.""><img",sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,0,api_behavior,v53e_0562_span_001
v53e_0563,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:143] In fastapi/fastapi, what API or code behavior can be grounded to README.md:516?",Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command.,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,0,api_behavior,v53e_0563_span_001
v53e_0564,psf_requests,psf/requests,api_behavior,"[v53e:144] In psf/requests, what API or code behavior can be grounded to README.md:3?",Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/),sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,0,api_behavior,v53e_0564_span_001
v53e_0565,psf_requests,psf/requests,api_behavior,"[v53e:145] In psf/requests, what API or code behavior can be grounded to README.md:60?","Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c",sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,0,api_behavior,v53e_0565_span_001
v53e_0566,django_django,django/django,api_behavior,"[v53e:146] In django/django, what API or code behavior can be grounded to README.rst:5?",Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,0,api_behavior,v53e_0566_span_001
v53e_0567,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:147] In fastapi/fastapi, what API or code behavior can be grounded to README.md:74?","Evidence at README.md:74 supports this bounded audit fact: <a href=""https://www.rapidproxy.io/?ref=fastapi"" target=""_blank"" title=""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.""><img",sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,0,api_behavior,v53e_0567_span_001
v53e_0568,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:148] In fastapi/fastapi, what API or code behavior can be grounded to README.md:516?",Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command.,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,0,api_behavior,v53e_0568_span_001
v53e_0569,psf_requests,psf/requests,api_behavior,"[v53e:149] In psf/requests, what API or code behavior can be grounded to README.md:3?",Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/),sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,0,api_behavior,v53e_0569_span_001
v53e_0570,psf_requests,psf/requests,api_behavior,"[v53e:150] In psf/requests, what API or code behavior can be grounded to README.md:60?","Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c",sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,0,api_behavior,v53e_0570_span_001
v53e_0571,django_django,django/django,api_behavior,"[v53e:151] In django/django, what API or code behavior can be grounded to README.rst:5?",Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,0,api_behavior,v53e_0571_span_001
v53e_0572,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:152] In fastapi/fastapi, what API or code behavior can be grounded to README.md:74?","Evidence at README.md:74 supports this bounded audit fact: <a href=""https://www.rapidproxy.io/?ref=fastapi"" target=""_blank"" title=""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.""><img",sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,0,api_behavior,v53e_0572_span_001
v53e_0573,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:153] In fastapi/fastapi, what API or code behavior can be grounded to README.md:516?",Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command.,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,0,api_behavior,v53e_0573_span_001
v53e_0574,psf_requests,psf/requests,api_behavior,"[v53e:154] In psf/requests, what API or code behavior can be grounded to README.md:3?",Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/),sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,0,api_behavior,v53e_0574_span_001
v53e_0575,psf_requests,psf/requests,api_behavior,"[v53e:155] In psf/requests, what API or code behavior can be grounded to README.md:60?","Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c",sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,0,api_behavior,v53e_0575_span_001
v53e_0576,django_django,django/django,api_behavior,"[v53e:156] In django/django, what API or code behavior can be grounded to README.rst:5?",Evidence at README.rst:5 supports this bounded audit fact: Django is a high-level Python web framework that encourages rapid development,sha256:b3be72cec911817b7a244ff6d660023463fcdcb57a0c88e336d6ed421d438a73,0,api_behavior,v53e_0576_span_001
v53e_0577,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:157] In fastapi/fastapi, what API or code behavior can be grounded to README.md:74?","Evidence at README.md:74 supports this bounded audit fact: <a href=""https://www.rapidproxy.io/?ref=fastapi"" target=""_blank"" title=""Try RapidProxy for free - Residential Proxies with 90M+ Global IPs. Starting from $0.65/GB for web scraping, automation, and data collection.""><img",sha256:de6da4f95887d68bd4657579c3525692bd8a54d400993650e634aac4bb9a3daa,0,api_behavior,v53e_0577_span_001
v53e_0578,fastapi_fastapi,fastapi/fastapi,api_behavior,"[v53e:158] In fastapi/fastapi, what API or code behavior can be grounded to README.md:516?",Evidence at README.md:516 supports this bounded audit fact: * `fastapi-cli[standard]` - to provide the `fastapi` command.,sha256:cccc49d47fb1175ba216314d334fab7620238cc8d1ede84bd63d68d012110f80,0,api_behavior,v53e_0578_span_001
v53e_0579,psf_requests,psf/requests,api_behavior,"[v53e:159] In psf/requests, what API or code behavior can be grounded to README.md:3?",Evidence at README.md:3 supports this bounded audit fact: [![Version](https://img.shields.io/pypi/v/requests.svg?maxAge=86400)](https://pypi.org/project/requests/),sha256:f7b98f48b1aa4893c3317c65a20d30543432d54632a9b30730429f6f46a04535,0,api_behavior,v53e_0579_span_001
v53e_0580,psf_requests,psf/requests,api_behavior,"[v53e:160] In psf/requests, what API or code behavior can be grounded to README.md:60?","Evidence at README.md:60 supports this bounded audit fact: When cloning the Requests repository, you may need to add the `-c",sha256:910397da392a322c2cb3dd9a07483010416ffea7f1758ef6723b14ae4ec83b30,0,api_behavior,v53e_0580_span_001
v53e_0581,django_django,django/django,docs_truthfulness,"[v53e:1] In django/django, what documentation claim is directly grounded by README.rst:22?","Evidence at README.rst:22 supports this bounded audit fact: problems, and check out the reference (``docs/ref``) for gory details.",sha256:377d86b6f945c5ead70c3a67c3bc41cf916409ffd3e59071b70cf58d6e079684,0,docs_truthfulness,v53e_0581_span_001
v53e_0582,fastapi_fastapi,fastapi/fastapi,docs_truthfulness,"[v53e:2] In fastapi/fastapi, what documentation claim is directly grounded by README.md:1?","Evidence at README.md:1 supports this bounded audit fact: <p align=""center"">",sha256:f9685679a2e88cc2d76f6760f3fdbb69be4d3a38820328c061386c5c8e015cbf,0,docs_truthfulness,v53e_0582_span_001
v53e_0583,fastapi_fastapi,fastapi/fastapi,docs_truthfulness,"[v53e:3] In fastapi/fastapi, what documentation claim is directly grounded by README.md:206?",Evidence at README.md:206 supports this bounded audit fact: Run the server with:,sha256:ee53e698b46083fdf8aabcbab1c28cee320de2309be1c77da64375a10d4b4c20,0,docs_truthfulness,v53e_0583_span_001
v53e_0584,fastapi_fastapi,fastapi/fastapi,docs_truthfulness,"[v53e:4] In fastapi/fastapi, what documentation claim is directly grounded by README.md:309?","Evidence at README.md:309 supports this bounded audit fact: def update_item(item_id: int, item: Item):",sha256:c3f96ad9de3db2973ed6d3961c2692dc05c65c2a4f26a3231025c52d05baf705,0,docs_truthfulness,v53e_0584_span_001
v53e_0585,fastapi_fastapi,fastapi/fastapi,docs_truthfulness,"[v53e:5] In fastapi/fastapi, what documentation claim is directly grounded by README.md:405?","Evidence at README.md:405 supports this bounded audit fact: * Automatic client code generation systems, for many languages.",sha256:21e3981bc19b4574cadf26c8c6ca3ba5e34e0ec0de7c30690d755c17cfa4a35c,0,docs_truthfulness,v53e_0585_span_001
v53e_0586,pallets_click,pallets/click,docs_truthfulness,"[v53e:6] In pallets/click, what documentation claim is directly grounded by README.md:1?","Evidence at README.md:1 supports this bounded audit fact: <div align=""center""><img src=""https://raw.githubusercontent.com/pallets/click/refs/heads/stable/docs/_static/click-name.svg"" alt="""" height=""150""></div>",sha256:6ce8b9623cba9487e42996c03a9649fac82ffd5ea2b7e7210f353d778785e54c,0,docs_truthfulness,v53e_0586_span_001
v53e_0587,pallets_click,pallets/click,docs_truthfulness,"[v53e:7] In pallets/click, what documentation claim is directly grounded by README.md:14?",Evidence at README.md:14 supports this bounded audit fact: Click in three points:,sha256:54b3d871b0de7b3a6db8fa08e37004982a7cec82e7ccab188caf961aebcf5b2d,0,docs_truthfulness,v53e_0587_span_001
v53e_0588,pallets_click,pallets/click,docs_truthfulness,"[v53e:8] In pallets/click, what documentation claim is directly grounded by README.md:27?","Evidence at README.md:27 supports this bounded audit fact: @click.option(""--count"", default=1, help=""Number of greetings."")",sha256:7fd350aa1f3b3a350885e1c89635b135fb5a592dc328ab539a395772dc144b64,0,docs_truthfulness,v53e_0588_span_001
v53e_0589,pallets_click,pallets/click,docs_truthfulness,"[v53e:9] In pallets/click, what documentation claim is directly grounded by README.md:31?",Evidence at README.md:31 supports this bounded audit fact: for _ in range(count):,sha256:2ba3fa4e55d82a621ed3285420308dc1fc3b6e4dabc176955b9299d5c1c1cbc6,0,docs_truthfulness,v53e_0589_span_001
v53e_0590,pallets_click,pallets/click,docs_truthfulness,"[v53e:10] In pallets/click, what documentation claim is directly grounded by README.md:49?",Evidence at README.md:49 supports this bounded audit fact: The Pallets organization develops and supports Click and other popular,sha256:267d993ffc2b6a3d3cb60daa2f6e9e0282f82b4f574bf7dc2e071a475ee0a32a,0,docs_truthfulness,v53e_0590_span_001
v53e_0591,pallets_click,pallets/click,docs_truthfulness,"[v53e:11] In pallets/click, what documentation claim is directly grounded by README.md:58?",Evidence at README.md:58 supports this bounded audit fact: See our [detailed contributing documentation][contrib] for many ways to,sha256:d4c247567da665ffbd56cb75c4da19d3479cd1032e2656d57918587f1d4fb6f7,0,docs_truthfulness,v53e_0591_span_001
v53e_0592,pallets_flask,pallets/flask,docs_truthfulness,"[v53e:12] In pallets/flask, what documentation claim is directly grounded by README.md:1?","Evidence at README.md:1 supports this bounded audit fact: <div align=""center""><img src=""https://raw.githubusercontent.com/pallets/flask/refs/heads/stable/docs/_static/flask-name.svg"" alt="""" height=""150""></div>",sha256:8ff27d77caac4697c6434cefb0338c50668b63ce8b0660b83c6c458189bd4e67,0,docs_truthfulness,v53e_0592_span_001
v53e_0593,pallets_flask,pallets/flask,docs_truthfulness,"[v53e:13] In pallets/flask, what documentation claim is directly grounded by README.md:9?",Evidence at README.md:9 supports this bounded audit fact: application frameworks.,sha256:60b6b233e45460494705288b6f7804c7111be599df34aece9f8c26e4f8ad264e,0,docs_truthfulness,v53e_0593_span_001
v53e_0594,pallets_flask,pallets/flask,docs_truthfulness,"[v53e:14] In pallets/flask, what documentation claim is directly grounded by README.md:30?","Evidence at README.md:30 supports this bounded audit fact: return ""Hello, World!""",sha256:bc1c32e41df7c91d3d4e56a241dbdb3dcd82dcfd4fa712671ecdec1001463455,0,docs_truthfulness,v53e_0594_span_001
v53e_0595,pallets_flask,pallets/flask,docs_truthfulness,"[v53e:15] In pallets/flask, what documentation claim is directly grounded by README.md:45?",Evidence at README.md:45 supports this bounded audit fact: [please donate today]: https://palletsprojects.com/donate,sha256:00fc3253beb33ff86ae3a504e4a0bf8dc95ca4641fabf59f2b87ced7c2e35dae,0,docs_truthfulness,v53e_0595_span_001
v53e_0596,psf_requests,psf/requests,docs_truthfulness,"[v53e:16] In psf/requests, what documentation claim is directly grounded by README.md:23?","Evidence at README.md:23 supports this bounded audit fact: {'authenticated': True, ...}",sha256:3b26bfff67800d19d6bc99f7445f8b3e548617736e9729b2c121f96e3b355942,0,docs_truthfulness,v53e_0596_span_001
v53e_0597,psf_requests,psf/requests,docs_truthfulness,"[v53e:17] In psf/requests, what documentation claim is directly grounded by README.md:46?",Evidence at README.md:46 supports this bounded audit fact: - Sessions with Cookie Persistence,sha256:87eb04083c81ccebd383cfd80429298cda50e8cf68ca952e2ecc02a2792b16be,0,docs_truthfulness,v53e_0597_span_001
v53e_0598,pypa_pip,pypa/pip,docs_truthfulness,"[v53e:18] In pypa/pip, what documentation claim is directly grounded by README.rst:54?",Evidence at README.rst:54 supports this bounded audit fact: .. _GitHub page: https://github.com/pypa/pip,sha256:493ed1af3c442c1d55e035c05eeaf8af94b6a4aecdc0d1c21cd8de41b2da8c6d,0,docs_truthfulness,v53e_0598_span_001
v53e_0599,pypa_sampleproject,pypa/sampleproject,docs_truthfulness,"[v53e:19] In pypa/sampleproject, what documentation claim is directly grounded by README.md:3?","Evidence at README.md:3 supports this bounded audit fact: ![Python Logo](https://www.python.org/static/community_logos/python-logo.png ""Sample inline image"")",sha256:778ae2766f8aaadea2b4e67ffc8abebde27afe024374cd82168e8a1fc111fad1,0,docs_truthfulness,v53e_0599_span_001
v53e_0600,pypa_sampleproject,pypa/sampleproject,docs_truthfulness,"[v53e:20] In pypa/sampleproject, what documentation claim is directly grounded by README.md:39?",Evidence at README.md:39 supports this bounded audit fact: [md use]: https://packaging.python.org/specifications/core-metadata/#description-content-type-optional,sha256:34f3fdf26eac79edd5e251cae5a2513e37036ea07517045d4f4b3f6be85ea6b8,0,docs_truthfulness,v53e_0600_span_001
v53e_0601,pytest_dev_pytest,pytest-dev/pytest,docs_truthfulness,"[v53e:21] In pytest-dev/pytest, what documentation claim is directly grounded by README.rst:1?",Evidence at README.rst:1 supports this bounded audit fact: .. image:: https://github.com/pytest-dev/pytest/raw/main/doc/en/img/pytest_logo_curves.svg,sha256:be8175513ef56d2f53ac60e7e2b1eb8b7b5485047098529d356d7d21eb9e0e46,0,docs_truthfulness,v53e_0601_span_001
v53e_0602,pytest_dev_pytest,pytest-dev/pytest,docs_truthfulness,"[v53e:22] In pytest-dev/pytest, what documentation claim is directly grounded by README.rst:139?",Evidence at README.rst:139 supports this bounded audit fact: ---------------------,sha256:fc4a92c563bb1c3cbe64292345b741841036cc72f72eca3177c54c8154674264,0,docs_truthfulness,v53e_0602_span_001
v53e_0603,python_cpython,python/cpython,docs_truthfulness,"[v53e:23] In python/cpython, what documentation claim is directly grounded by Doc/README.rst:1?",Evidence at Doc/README.rst:1 supports this bounded audit fact: Python Documentation README,sha256:eb8896f1392074b8facddccd4b759985fa9d9ac1d9afe9358c44ca8d21dfad7d,0,docs_truthfulness,v53e_0603_span_001
v53e_0604,python_cpython,python/cpython,docs_truthfulness,"[v53e:24] In python/cpython, what documentation claim is directly grounded by Doc/README.rst:17?",Evidence at Doc/README.rst:17 supports this bounded audit fact: The documentation is built with several tools which are not included in this,sha256:b6b5369bdc1bf95c99d2219ca49f0c190f3f33a2dbe0164ab462cd3f77d04b5c,0,docs_truthfulness,v53e_0604_span_001
v53e_0605,python_cpython,python/cpython,docs_truthfulness,"[v53e:25] In python/cpython, what documentation claim is directly grounded by Doc/README.rst:31?","Evidence at Doc/README.rst:31 supports this bounded audit fact: To get started on Unix, you can create a virtual environment and build",sha256:e5052249c05b10d85e3c1878d168b1eda80ac194fa8d96f4d06b3685d2782fb6,0,docs_truthfulness,v53e_0605_span_001
v53e_0606,python_cpython,python/cpython,docs_truthfulness,"[v53e:26] In python/cpython, what documentation claim is directly grounded by Doc/README.rst:57?","Evidence at Doc/README.rst:57 supports this bounded audit fact: * ""venv"", which creates a virtual environment with all necessary tools",sha256:99f821a393f6bf4a1e567f9ae52744a246dee9aeb4a803f4594c6aa5cfce3a73,0,docs_truthfulness,v53e_0606_span_001
v53e_0607,python_cpython,python/cpython,docs_truthfulness,"[v53e:27] In python/cpython, what documentation claim is directly grounded by Doc/README.rst:70?",Evidence at Doc/README.rst:70 supports this bounded audit fact: convert them into a single Compiled HTML (.chm) file -- these are popular,sha256:cbcfc29925699f071406fab4e778b307ffcb79402593d87f75582e382d1fdaf6,0,docs_truthfulness,v53e_0607_span_001
v53e_0608,python_cpython,python/cpython,docs_truthfulness,"[v53e:28] In python/cpython, what documentation claim is directly grounded by Doc/README.rst:86?","Evidence at Doc/README.rst:86 supports this bounded audit fact: broken, redirected or malformed, and outputs this information to stdout as",sha256:d8e88f8ce6935a99aeaafc43e8c566e8add436b8fabd742ea820ec7c7b3d7fbf,0,docs_truthfulness,v53e_0608_span_001
v53e_0609,python_cpython,python/cpython,docs_truthfulness,"[v53e:29] In python/cpython, what documentation claim is directly grounded by Doc/README.rst:98?",Evidence at Doc/README.rst:98 supports this bounded audit fact: ``tools/pyspecific.py`` -- pydoc needs these to show topic and keyword help.,sha256:867bd43f7b0cfc3aee882311a41ae55502d503297110b5c5643a53fcb0fcac93,0,docs_truthfulness,v53e_0609_span_001
v53e_0610,tiangolo_typer,tiangolo/typer,docs_truthfulness,"[v53e:30] In tiangolo/typer, what documentation claim is directly grounded by README.md:1?","Evidence at README.md:1 supports this bounded audit fact: <p align=""center"">",sha256:f9685679a2e88cc2d76f6760f3fdbb69be4d3a38820328c061386c5c8e015cbf,0,docs_truthfulness,v53e_0610_span_001
v53e_0611,tiangolo_typer,tiangolo/typer,docs_truthfulness,"[v53e:31] In tiangolo/typer, what documentation claim is directly grounded by README.md:202?","Evidence at README.md:202 supports this bounded audit fact: print(f""Goodbye Ms. {name}. Have a good day."")",sha256:21562cadccb203f1c849cc07c884fe7bd32400546bafa7727619ad4cd163d465,0,docs_truthfulness,v53e_0611_span_001
v53e_0612,tiangolo_typer,tiangolo/typer,docs_truthfulness,"[v53e:32] In tiangolo/typer, what documentation claim is directly grounded by README.md:265?",Evidence at README.md:265 supports this bounded audit fact: ╭─ Options ─────────────────────────────────────────╮,sha256:88b1789473a5cf9c00409ba0a1c35beb57489636fc70b5c4552748110dc6f375,0,docs_truthfulness,v53e_0612_span_001
v53e_0613,tiangolo_typer,tiangolo/typer,docs_truthfulness,"[v53e:33] In tiangolo/typer, what documentation claim is directly grounded by README.md:345?","Evidence at README.md:345 supports this bounded audit fact: And similarly for **files**, **paths**, **enums** (choices), etc. And there are tools to create **groups of subcommands**, add metadata, extra **validation**, etc.",sha256:6c7bcb78a5734a8bd292a7951c1f77fcf9d8ce8ae553c92574018b9c54336a58,0,docs_truthfulness,v53e_0613_span_001
v53e_0614,django_django,django/django,docs_truthfulness,"[v53e:34] In django/django, what documentation claim is directly grounded by README.rst:22?","Evidence at README.rst:22 supports this bounded audit fact: problems, and check out the reference (``docs/ref``) for gory details.",sha256:377d86b6f945c5ead70c3a67c3bc41cf916409ffd3e59071b70cf58d6e079684,0,docs_truthfulness,v53e_0614_span_001
v53e_0615,fastapi_fastapi,fastapi/fastapi,docs_truthfulness,"[v53e:35] In fastapi/fastapi, what documentation claim is directly grounded by README.md:1?","Evidence at README.md:1 supports this bounded audit fact: <p align=""center"">",sha256:f9685679a2e88cc2d76f6760f3fdbb69be4d3a38820328c061386c5c8e015cbf,0,docs_truthfulness,v53e_0615_span_001
v53e_0616,fastapi_fastapi,fastapi/fastapi,docs_truthfulness,"[v53e:36] In fastapi/fastapi, what documentation claim is directly grounded by README.md:206?",Evidence at README.md:206 supports this bounded audit fact: Run the server with:,sha256:ee53e698b46083fdf8aabcbab1c28cee320de2309be1c77da64375a10d4b4c20,0,docs_truthfulness,v53e_0616_span_001
v53e_0617,fastapi_fastapi,fastapi/fastapi,docs_truthfulness,"[v53e:37] In fastapi/fastapi, what documentation claim is directly grounded by README.md:309?","Evidence at README.md:309 supports this bounded audit fact: def update_item(item_id: int, item: Item):",sha256:c3f96ad9de3db2973ed6d3961c2692dc05c65c2a4f26a3231025c52d05baf705,0,docs_truthfulness,v53e_0617_span_001
v53e_0618,fastapi_fastapi,fastapi/fastapi,docs_truthfulness,"[v53e:38] In fastapi/fastapi, what documentation claim is directly grounded by README.md:405?","Evidence at README.md:405 supports this bounded audit fact: * Automatic client code generation systems, for many languages.",sha256:21e3981bc19b4574cadf26c8c6ca3ba5e34e0ec0de7c30690d755c17cfa4a35c,0,docs_truthfulness,v53e_0618_span_001
v53e_0619,pallets_click,pallets/click,docs_truthfulness,"[v53e:39] In pallets/click, what documentation claim is directly grounded by README.md:1?","Evidence at README.md:1 supports this bounded audit fact: <div align=""center""><img src=""https://raw.githubusercontent.com/pallets/click/refs/heads/stable/docs/_static/click-name.svg"" alt="""" height=""150""></div>",sha256:6ce8b9623cba9487e42996c03a9649fac82ffd5ea2b7e7210f353d778785e54c,0,docs_truthfulness,v53e_0619_span_001
